#,Name,difficulty,link,number,class
1165B,"Polycarp Training data structures,  greedy,  sortings",1000.0,https://codeforces.com/problemset/problem/1165/B,1165,B
1165A,"Remainder implementation,  math",1100.0,https://codeforces.com/problemset/problem/1165/A,1165,A
1163F,"Indecisive Taxi Fee data structures,  graphs,  shortest paths",3000.0,https://codeforces.com/problemset/problem/1163/F,1163,F
1163E,"Magical Permutation bitmasks,  brute force,  constructive algorithms,  data structures,  graphs,  math",2400.0,https://codeforces.com/problemset/problem/1163/E,1163,E
1163D,"Mysterious Code dp,  strings",2100.0,https://codeforces.com/problemset/problem/1163/D,1163,D
1163C2,"Power Transmission (Hard Edition) data structures,  geometry,  implementation,  math",1900.0,https://codeforces.com/problemset/problem/1163/C2,1163,C2
1163C1,"Power Transmission (Easy Edition) brute force,  geometry",1900.0,https://codeforces.com/problemset/problem/1163/C1,1163,C1
1163B2,"Cat Party (Hard Edition) data structures,  implementation",1600.0,https://codeforces.com/problemset/problem/1163/B2,1163,B2
1163B1,"Cat Party (Easy Edition) data structures,  implementation",1500.0,https://codeforces.com/problemset/problem/1163/B1,1163,B1
1163A,"Eating Soup greedy,  math",900.0,https://codeforces.com/problemset/problem/1163/A,1163,A
1162B,"Double Matrix brute force,  greedy",1400.0,https://codeforces.com/problemset/problem/1162/B,1162,B
1162A,Zoning Restrictions Again implementation,800.0,https://codeforces.com/problemset/problem/1162/A,1162,A
1160A2,Collaboration *special problem,,https://codeforces.com/problemset/problem/1160/A2,1160,A2
1159B,"Expansion coefficient of the array implementation,  math",1300.0,https://codeforces.com/problemset/problem/1159/B,1159,B
1159A,"A pile of stones implementation,  math",800.0,https://codeforces.com/problemset/problem/1159/A,1159,A
1158F,"Density of subarrays dp,  math",3500.0,https://codeforces.com/problemset/problem/1158/F,1158,F
1158E,"Strange device binary search,  interactive,  math,  trees",3400.0,https://codeforces.com/problemset/problem/1158/E,1158,E
1158D,"Winding polygonal line constructive algorithms,  geometry,  greedy,  math",2600.0,https://codeforces.com/problemset/problem/1158/D,1158,D
1158C,"Permutation recovery constructive algorithms,  data structures,  dfs and similar,  graphs,  greedy,  math,  sortings",2100.0,https://codeforces.com/problemset/problem/1158/C,1158,C
1158B,"The minimal unique substring constructive algorithms,  math,  strings",2200.0,https://codeforces.com/problemset/problem/1158/B,1158,B
1158A,"The Party and Sweets binary search,  constructive algorithms,  greedy,  implementation,  math,  sortings,  two pointers",1500.0,https://codeforces.com/problemset/problem/1158/A,1158,A
1157G,"Inverse of Rows and Columns brute force,  constructive algorithms",2200.0,https://codeforces.com/problemset/problem/1157/G,1157,G
1157F,"Maximum Balanced Circle constructive algorithms,  dp,  greedy,  two pointers",2000.0,https://codeforces.com/problemset/problem/1157/F,1157,F
1157E,"Minimum Array binary search,  data structures,  greedy",1700.0,https://codeforces.com/problemset/problem/1157/E,1157,E
1157D,"N Problems During K Days constructive algorithms,  greedy,  math",1900.0,https://codeforces.com/problemset/problem/1157/D,1157,D
1157C2,Increasing Subsequence (hard version) greedy,1700.0,https://codeforces.com/problemset/problem/1157/C2,1157,C2
1157C1,Increasing Subsequence (easy version) greedy,1300.0,https://codeforces.com/problemset/problem/1157/C1,1157,C1
1157B,Long Number greedy,1300.0,https://codeforces.com/problemset/problem/1157/B,1157,B
1157A,Reachable Numbers implementation,1100.0,https://codeforces.com/problemset/problem/1157/A,1157,A
1156G,"Optimizer graphs,  greedy,  hashing,  implementation",2700.0,https://codeforces.com/problemset/problem/1156/G,1156,G
1156F,"Card Bag dp,  math,  probabilities",2300.0,https://codeforces.com/problemset/problem/1156/F,1156,F
1156E,"Special Segments of Permutation data structures,  divide and conquer,  dsu,  two pointers",2200.0,https://codeforces.com/problemset/problem/1156/E,1156,E
1156D,"0-1-Tree dfs and similar,  divide and conquer,  dp,  dsu,  trees",2200.0,https://codeforces.com/problemset/problem/1156/D,1156,D
1156C,"Match Points binary search,  greedy,  sortings,  ternary search,  two pointers",2000.0,https://codeforces.com/problemset/problem/1156/C,1156,C
1156B,"Ugly Pairs dfs and similar,  greedy,  implementation,  sortings,  strings",1800.0,https://codeforces.com/problemset/problem/1156/B,1156,B
1156A,Inscribed Figures geometry,1400.0,https://codeforces.com/problemset/problem/1156/A,1156,A
1155F,"Delivery Oligopoly brute force,  dp,  graphs",2800.0,https://codeforces.com/problemset/problem/1155/F,1155,F
1155E,"Guess the Root brute force,  interactive,  math",2200.0,https://codeforces.com/problemset/problem/1155/E,1155,E
1155D,"Beautiful Array brute force,  data structures,  divide and conquer,  dp,  greedy",1900.0,https://codeforces.com/problemset/problem/1155/D,1155,D
1155C,"Alarm Clocks Everywhere math,  number theory",1300.0,https://codeforces.com/problemset/problem/1155/C,1155,C
1155B,"Game with Telephone Numbers games,  greedy,  implementation",1200.0,https://codeforces.com/problemset/problem/1155/B,1155,B
1155A,"Reverse a Substring implementation,  sortings,  strings",1000.0,https://codeforces.com/problemset/problem/1155/A,1155,A
1154G,"Minimum Possible LCM brute force,  greedy,  math,  number theory",2200.0,https://codeforces.com/problemset/problem/1154/G,1154,G
1154F,"Shovels Shop dp,  greedy,  sortings",2100.0,https://codeforces.com/problemset/problem/1154/F,1154,F
1154E,"Two Teams data structures,  implementation,  sortings",1800.0,https://codeforces.com/problemset/problem/1154/E,1154,E
1154D,Walking Robot greedy,1500.0,https://codeforces.com/problemset/problem/1154/D,1154,D
1154C,"Gourmet Cat implementation,  math",1400.0,https://codeforces.com/problemset/problem/1154/C,1154,C
1154B,Make Them Equal math,1200.0,https://codeforces.com/problemset/problem/1154/B,1154,B
1154A,Restoring Three Numbers math,800.0,https://codeforces.com/problemset/problem/1154/A,1154,A
1153F,"Serval and Bonus Problem combinatorics,  dp,  math,  probabilities",2600.0,https://codeforces.com/problemset/problem/1153/F,1153,F
1153E,"Serval and Snake binary search,  brute force,  interactive",2200.0,https://codeforces.com/problemset/problem/1153/E,1153,E
1153D,"Serval and Rooted Tree binary search,  dfs and similar,  dp,  greedy,  trees",1900.0,https://codeforces.com/problemset/problem/1153/D,1153,D
1153C,"Serval and Parenthesis Sequence greedy,  strings",1700.0,https://codeforces.com/problemset/problem/1153/C,1153,C
1153B,"Serval and Toy Bricks constructive algorithms,  greedy",1200.0,https://codeforces.com/problemset/problem/1153/B,1153,B
1153A,"Serval and Bus brute force,  math",1000.0,https://codeforces.com/problemset/problem/1153/A,1153,A
1152F2,"Neko Rules the Catniverse (Large Version) bitmasks,  dp,  matrices",3000.0,https://codeforces.com/problemset/problem/1152/F2,1152,F2
1152F1,"Neko Rules the Catniverse (Small Version) bitmasks,  dp,  matrices",2800.0,https://codeforces.com/problemset/problem/1152/F1,1152,F1
1152E,"Neko and Flashback constructive algorithms,  dfs and similar,  graphs",2400.0,https://codeforces.com/problemset/problem/1152/E,1152,E
1152D,"Neko and Aki's Prank dp,  greedy,  trees",2100.0,https://codeforces.com/problemset/problem/1152/D,1152,D
1152C,"Neko does Maths brute force,  math,  number theory",1800.0,https://codeforces.com/problemset/problem/1152/C,1152,C
1152B,"Neko Performs Cat Furrier Transform bitmasks,  constructive algorithms,  dfs and similar,  math",1300.0,https://codeforces.com/problemset/problem/1152/B,1152,B
1152A,"Neko Finds Grapes greedy,  implementation,  math",800.0,https://codeforces.com/problemset/problem/1152/A,1152,A
1151F,"Sonya and Informatics combinatorics,  dp,  matrices,  probabilities",2300.0,https://codeforces.com/problemset/problem/1151/F,1151,F
1151E,"Number of Components combinatorics,  data structures,  dp,  math",2100.0,https://codeforces.com/problemset/problem/1151/E,1151,E
1151D,"Stas and the Queue at the Buffet greedy,  math,  sortings",1600.0,https://codeforces.com/problemset/problem/1151/D,1151,D
1151C,"Problem for Nazar constructive algorithms,  math",1800.0,https://codeforces.com/problemset/problem/1151/C,1151,C
1151B,"Dima and a Bad XOR bitmasks,  brute force,  constructive algorithms,  dp",1600.0,https://codeforces.com/problemset/problem/1151/B,1151,B
1151A,"Maxim and Biology brute force,  strings",1000.0,https://codeforces.com/problemset/problem/1151/A,1151,A
1150B,"Tiling Challenge greedy,  implementation",900.0,https://codeforces.com/problemset/problem/1150/B,1150,B
1150A,"Stock Arbitraging greedy,  implementation",800.0,https://codeforces.com/problemset/problem/1150/A,1150,A
1149E,"Election Promises games,  graphs",3200.0,https://codeforces.com/problemset/problem/1149/E,1149,E
1149D,"Abandoning Roads brute force,  dp,  graphs,  greedy",3000.0,https://codeforces.com/problemset/problem/1149/D,1149,D
1149C,"Tree Generator™ data structures,  implementation,  trees",2700.0,https://codeforces.com/problemset/problem/1149/C,1149,C
1149B,"Three Religions dp,  implementation,  strings",2200.0,https://codeforces.com/problemset/problem/1149/B,1149,B
1149A,"Prefix Sum Primes constructive algorithms,  greedy,  math,  number theory",1200.0,https://codeforces.com/problemset/problem/1149/A,1149,A
1148H,Holy Diver data structures,3500.0,https://codeforces.com/problemset/problem/1148/H,1148,H
1148G,"Gold Experience constructive algorithms,  graphs,  math,  number theory,  probabilities",3300.0,https://codeforces.com/problemset/problem/1148/G,1148,G
1148F,"Foo Fighters bitmasks,  constructive algorithms",2700.0,https://codeforces.com/problemset/problem/1148/F,1148,F
1148E,"Earth Wind and Fire constructive algorithms,  greedy,  math,  sortings,  two pointers",2300.0,https://codeforces.com/problemset/problem/1148/E,1148,E
1148D,"Dirty Deeds Done Dirt Cheap greedy,  sortings",1800.0,https://codeforces.com/problemset/problem/1148/D,1148,D
1148C,"Crazy Diamond constructive algorithms,  sortings",1700.0,https://codeforces.com/problemset/problem/1148/C,1148,C
1148B,"Born This Way binary search,  brute force,  two pointers",1600.0,https://codeforces.com/problemset/problem/1148/B,1148,B
1148A,Another One Bites The Dust greedy,800.0,https://codeforces.com/problemset/problem/1148/A,1148,A
1147F,"Zigzag Game games,  interactive",3500.0,https://codeforces.com/problemset/problem/1147/F,1147,F
1147E,Rainbow Coins interactive,3000.0,https://codeforces.com/problemset/problem/1147/E,1147,E
1147D,"Palindrome XOR dfs and similar,  graphs",2400.0,https://codeforces.com/problemset/problem/1147/D,1147,D
1147C,Thanos Nim games,2000.0,https://codeforces.com/problemset/problem/1147/C,1147,C
1147B,"Chladni Figure brute force,  strings",1900.0,https://codeforces.com/problemset/problem/1147/B,1147,B
1147A,Hide and Seek graphs,1500.0,https://codeforces.com/problemset/problem/1147/A,1147,A
1146H,"Satanic Panic dp,  geometry",2900.0,https://codeforces.com/problemset/problem/1146/H,1146,H
1146G,"Zoning Restrictions dp,  flows,  graphs",2700.0,https://codeforces.com/problemset/problem/1146/G,1146,G
1146F,"Leaf Partition dp,  trees",2500.0,https://codeforces.com/problemset/problem/1146/F,1146,F
1146E,"Hot is Cold bitmasks,  data structures,  divide and conquer,  implementation",2400.0,https://codeforces.com/problemset/problem/1146/E,1146,E
1146D,"Frog Jumping dfs and similar,  math,  number theory",2100.0,https://codeforces.com/problemset/problem/1146/D,1146,D
1146C,"Tree Diameter bitmasks,  graphs,  interactive",1700.0,https://codeforces.com/problemset/problem/1146/C,1146,C
1146B,"Hate ""A"" implementation,  strings",1100.0,https://codeforces.com/problemset/problem/1146/B,1146,B
1146A,"Love ""A"" implementation,  strings",800.0,https://codeforces.com/problemset/problem/1146/A,1146,A
1145G,AI Takeover interactive,,https://codeforces.com/problemset/problem/1145/G,1145,G
1145F,Neat Words,,https://codeforces.com/problemset/problem/1145/F,1145,F
1145E,Fourier Doodles,,https://codeforces.com/problemset/problem/1145/E,1145,E
1145D,Pigeon d'Or implementation,,https://codeforces.com/problemset/problem/1145/D,1145,D
1145C,"Mystery Circuit bitmasks,  brute force",,https://codeforces.com/problemset/problem/1145/C,1145,C
1145B,Kanban Numbers brute force,,https://codeforces.com/problemset/problem/1145/B,1145,B
1145A,Thanos Sort implementation,,https://codeforces.com/problemset/problem/1145/A,1145,A
1144G,"Two Merged Sequences dp,  greedy",2400.0,https://codeforces.com/problemset/problem/1144/G,1144,G
1144F,"Graph Without Long Directed Paths dfs and similar,  graphs",1700.0,https://codeforces.com/problemset/problem/1144/F,1144,F
1144E,"Median String bitmasks,  math,  number theory,  strings",1900.0,https://codeforces.com/problemset/problem/1144/E,1144,E
1144D,"Equalize Them All constructive algorithms,  greedy",1400.0,https://codeforces.com/problemset/problem/1144/D,1144,D
1144C,"Two Shuffled Sequences constructive algorithms,  sortings",1000.0,https://codeforces.com/problemset/problem/1144/C,1144,C
1144B,"Parity Alternated Deletions greedy,  implementation,  sortings",900.0,https://codeforces.com/problemset/problem/1144/B,1144,B
1144A,"Diverse Strings implementation,  strings",800.0,https://codeforces.com/problemset/problem/1144/A,1144,A
1143C,"Queen dfs and similar,  trees",1400.0,https://codeforces.com/problemset/problem/1143/C,1143,C
1143B,"Nirvana brute force,  math,  number theory",1200.0,https://codeforces.com/problemset/problem/1143/B,1143,B
1143A,The Doors implementation,800.0,https://codeforces.com/problemset/problem/1143/A,1143,A
1142E,"Pink Floyd graphs,  interactive",3200.0,https://codeforces.com/problemset/problem/1142/E,1142,E
1142D,Foreigner dp,2800.0,https://codeforces.com/problemset/problem/1142/D,1142,D
1142C,U2 geometry,2400.0,https://codeforces.com/problemset/problem/1142/C,1142,C
1142B,"Lynyrd Skynyrd data structures,  dfs and similar,  dp,  math,  trees",2000.0,https://codeforces.com/problemset/problem/1142/B,1142,B
1142A,"The Beatles brute force,  math",1700.0,https://codeforces.com/problemset/problem/1142/A,1142,A
1141G,"Privatization of Roads in Treeland binary search,  constructive algorithms,  dfs and similar,  graphs,  greedy,  trees",1900.0,https://codeforces.com/problemset/problem/1141/G,1141,G
1141F2,"Same Sum Blocks (Hard) data structures,  greedy",1900.0,https://codeforces.com/problemset/problem/1141/F2,1141,F2
1141F1,Same Sum Blocks (Easy) greedy,1900.0,https://codeforces.com/problemset/problem/1141/F1,1141,F1
1141E,Superhero Battle math,1700.0,https://codeforces.com/problemset/problem/1141/E,1141,E
1141D,"Colored Boots greedy,  implementation",1500.0,https://codeforces.com/problemset/problem/1141/D,1141,D
1141C,Polycarp Restores Permutation math,1500.0,https://codeforces.com/problemset/problem/1141/C,1141,C
1141B,Maximal Continuous Rest implementation,900.0,https://codeforces.com/problemset/problem/1141/B,1141,B
1141A,"Game 23 implementation,  math",1000.0,https://codeforces.com/problemset/problem/1141/A,1141,A
